Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C127811	C88025		Neoplasm Type	ADENOMA, ENDOMETRIAL, BENIGN		A benign epithelial neoplasm arising from the endometrium.	Experimental Organism Benign Endometrial Adenoma
C3502	C88025		Neoplasm Type	ADENOMA, FOLLICULAR CELL, BENIGN	Adenoma of the Thyroid; Adenoma of the Thyroid Gland; Adenoma of Thyroid; Adenoma of Thyroid Gland; Follicular Adenoma; Follicular Adenoma of the Thyroid; Follicular Adenoma of the Thyroid Gland; Follicular Adenoma of Thyroid; Follicular Adenoma of Thyroid Gland; Thyroid Adenoma; Thyroid Follicular Adenoma; Thyroid Gland Adenoma	A benign neoplasm arising from follicular cells of the thyroid gland.	Thyroid Gland Follicular Adenoma
C3758	C88025		Neoplasm Type	ADENOMA, HEPATOCELLULAR, BENIGN	Adenoma of Liver Cells; Adenoma of the Liver Cells; HCA; Liver Cell Adenoma	A benign epithelial neoplasm arising from hepatocytes.	Hepatocellular Adenoma
C7126	C88025		Neoplasm Type	ADENOMA, HEPATOCHOLANGIOCELLULAR, BENIGN		A benign neoplasm arising from the intrahepatic bile duct.	Intrahepatic Bile Duct Adenoma
C114108	C88025		Neoplasm Type	ADENOMA, ISLET CELL, BENIGN	Islet Cell Adenoma	A benign neoplasm arising from the islet cells of the pancreas.	Experimental Organism Islet Cell Adenoma Neoplasm
C46119	C88025		Neoplasm Type	ADENOMA, LIGHT CELL, BENIGN		A benign epithelial neoplasm of the thyroid gland comprising follicular cells with cytoplasmic clearing.	Thyroid Gland Clear Cell Follicular Adenoma
C2973	C88025		Neoplasm Type	ADENOMA, MUCINOUS, BENIGN	Mucinous Adenoma; Mucinous Cystoma; Pseudomucinous Cystadenoma	A benign, cystic epithelial neoplasm comprising cells containing intracytoplasmic mucin.	Mucinous Cystadenoma
C79951	C88025		Neoplasm Type	ADENOMA, PAPILLARY, BENIGN		A benign epithelial neoplasm characterized by the presence of papillary epithelial patterns.	Papillary Adenoma
C156757	C88025		Neoplasm Type	ADENOMA, PARATHYROID GLAND, BENIGN		A benign neoplasm arising from the Chief cells of the parathyroid gland.	Benign Parathyroid Gland Adenoma
C60490	C88025		Neoplasm Type	ADENOMA, PARS DISTALIS, BENIGN	Rat Pars Distalis Adenoma	A benign epithelial neoplasm arising from the pars distalis of the anterior pituitary gland.	Rat Pars Distalis Adenoma
C60493	C88025		Neoplasm Type	ADENOMA, PARS INTERMEDIA, BENIGN	Rat Pars Intermedia Adenoma	A benign epithelial neoplasm arising from the pars intermedia of the anterior pituitary gland.	Rat Pars Intermedia Adenoma
C98723	C88025		Neoplasm Type	ADENOMA, PITUITARY GLAND, BENIGN		A benign neoplasm of the pituitary gland.	Experimental Organism Pituitary Gland Adenoma
C8383	C88025		Neoplasm Type	ADENOMA, RENAL CELL, BENIGN	Renal Tubule Adenoma	A benign neoplasm arising from the renal cortex.	Kidney Adenoma
C40018	C88025		Neoplasm Type	ADENOMA, RETE OVARII, BENIGN		A benign adenoma arising from the rete ovarii, generally composed of intratubular mass(es) that distend the tubule.	Rete Ovarii Adenoma
C39956	C88025		Neoplasm Type	ADENOMA, RETE TESTIS, BENIGN		A benign epithelial neoplasm arising from the rete testis.	Rete Testis Adenoma
C4174	C88025		Neoplasm Type	ADENOMA, SEBACEOUS, BENIGN	Adenoma of Sebaceous Gland; Adenoma of the Sebaceous Gland; Adenoma, Sebaceous Cell; Sebaceous Gland Adenoma; Skin Appendage Sebaceous Adenoma	A benign adenoma neoplasm with sebaceous differentiation.	Sebaceous Adenoma
C7560	C88025		Neoplasm Type	ADENOMA, SWEAT GLAND, BENIGN	Adenoma of Sweat Gland; Adenoma of the Sweat Gland	A benign epithelias neoplasm arising from sweat glands.	Sweat Gland Adenoma
C4133	C88025		Neoplasm Type	ADENOMA, TUBULAR CELL, BENIGN		A benign neoplasm arising from glandular epithelium, characterized by a tubular architectural pattern.	Tubular Adenoma
C79953	C88025		Neoplasm Type	ADENOMA, TUBULOSTROMAL, BENIGN		A benign ovarian epithelial neoplasm characterized by the presence of tubular structures and interstitial stroma.	Tubulostromal Adenoma
C98800	C88025		Neoplasm Type	ADENOMA, ZYMBAL'S GLAND, BENIGN		A benign neoplasm of the rodent Zymbal's gland with sebaceous and/or squamous differentiation.	Zymbal's Gland Adenoma
C124607	C88025		Neoplasm Type	ADENOMYOEPITHELIOMA, BENIGN		A benign neoplasm characterized by the proliferation of myoepithelial cells and glandular epithelial cells.	Experimental Organism Benign Adenomyoepithelioma
C3726	C88025		Neoplasm Type	ADENOMYOMA, BENIGN		A benign neoplasm characterized by the presence of a glandular and a mesenchymal component.	Adenomyoma
C83488	C88025		Neoplasm Type	ADRENAL TUMOR, SUBCAPSULAR, BENIGN	Subcapsular Single Cell Adenoma, Adrenal	A benign neoplasm located beneath the adrenal capsule.	Benign Subcapsular Adrenal Tumor
C83489	C88025		Neoplasm Type	ADRENAL TUMOR, SUBCAPSULAR, MALIGNANT	Subcapsular Single Cell Carcinoma, Adrenal	A malignant neoplasm located beneath the adrenal capsule.	Malignant Subcapsular Adrenal Tumor
C7111	C88025		Neoplasm Type	AMELOBLASTOMA, BENIGN		A benign odontogenic neoplasm arising from the epithelial component of the embryonic tooth.	Benign Ameloblastoma
C54297	C88025		Neoplasm Type	AMELOBLASTOMA, MALIGNANT	Malignant Ameloblastoma	A malignant odontogenic neoplasm arising from the epithelial component of the embryonic tooth.	Metastasizing Ameloblastoma
C3799	C88025		Neoplasm Type	ANGIOFIBROMA, BENIGN	Angiofibromatous Hyperplasia; Fibroangioma, Benign; Fibrous Papule; Telangiectatic Fibroma	A benign, morphologic variant of fibroma characterized by the presence of numerous dilated vascular channels.	Angiofibroma
C3733	C88025		Neoplasm Type	ANGIOLIPOMA, BENIGN	Angiolipoma	A lipoma characterized by prominent vascularization.	Angiolipoma
C7173	C88025		Neoplasm Type	ASTROCYTOMA, DIFFUSE, MALIGNANT	Astrocytoma, Diffuse	A malignant astrocytic neoplasm characterized by a high degree of cellular differentiation, slow growth, and diffuse infiltration of neighboring brain structures.	Diffuse Astrocytoma
C119574	C88025		Neoplasm Type	ASTROCYTOMA, MALIGNANT		A malignant neoplasm of the brain or spinal cord originating from astrocytes.	Experimental Organism Malignant Astrocytoma
C111198	C88025		Neoplasm Type	BASAL CELL TUMOR, BENIGN	Adenoma, Basal Cell, Benign	A benign epithelial neoplasm with a uniform, monomorphic appearance that is dominated by basal cells.	Experimental Organism Basal Cell Adenoma
C103391	C88025		Neoplasm Type	BASALIOMA, BENIGN	Basalioma	A benign epithelial neoplasm arising from primary epithelial germ cells of the piliary complex.	Experimental Organism Benign Basalioma
C4614	C88025		Neoplasm Type	BASOSQUAMOUS TUMOR, BENIGN	Cutaneous Papilloma; Papilloma of Skin; Papilloma of the Skin	A benign papillary neoplasm of the skin.	Skin Papilloma
C2922	C88025		Neoplasm Type	BASOSQUAMOUS TUMOR, MALIGNANT	Basosquamous Carcinoma; Basosquamous Cell Carcinoma; Skin Mixed Basal and Squamous Cell Carcinoma	A basal cell carcinoma (skin neoplasm) which displays squamous differentiation.	Skin Basosquamous Cell Carcinoma
C114109	C88025		Neoplasm Type	CARCINOMA, ACIDOPHIL, MALIGNANT	Acidophil Adenocarcinoma; Acidophil Carcinoma; Eosinophil Adenocarcinoma; Eosinophil Carcinoma	A malignant epithelial neoplasm of the anterior pituitary gland in which the neoplastic cells stain positive with acidic dyes.	Experimental Organism Acidophil Carcinoma
C3768	C88025		Neoplasm Type	CARCINOMA, ACINAR CELL, MALIGNANT	Acinar Adenocarcinoma; Acinar Carcinoma; Acinar Cell Adenocarcinoma; Acinic Cell Adenocarcinoma; Acinic Cell Carcinoma	A malignant glandular epithelial neoplasm comprising secretory cells forming acinar patterns.	Acinar Cell Carcinoma
C3727	C88025		Neoplasm Type	CARCINOMA, ADENOSQUAMOUS, MALIGNANT	Mixed Adenocarcinoma and Epidermoid Carcinoma; Mixed Adenocarcinoma and Epidermoid Cell Carcinoma; Mixed Adenocarcinoma and Squamous Carcinoma; Mixed Adenocarcinoma and Squamous Cell Carcinoma	An epithelial neoplasm composed of malignant glandular and malignant squamous cells.	Adenosquamous Carcinoma
C3775	C88025		Neoplasm Type	CARCINOMA, ADNEXAL, MALIGNANT	Carcinoma of Adnexa; Carcinoma of Skin Appendage; Skin Appendage Carcinoma	A malignant epithelial neoplasm arising from sebaceous or sweat glands or from hair follicles.	Adnexal Carcinoma
C9325	C88025		Neoplasm Type	CARCINOMA, ADRENOCORTICAL, MALIGNANT	Adenocarcinoma, Adrenocortical, Malignant; Adrenal Cortex Adenocarcinoma; Adrenal Cortex Cancer; Adrenal Cortical Adenocarcinoma; Adrenal Cortical Carcinoma; Adrenocortical Carcinoma; Cortical Cell Carcinoma	A malignant epithelial neoplasm arising from adrenal cortical cells.	Adrenal Cortex Carcinoma
C176393	C88025		Neoplasm Type	CARCINOMA, AMPHOPHILIC VACUOLAR, MALIGNANT		A malignant neoplasm of the renal tubules, composed of distinct lobules of large, round to polyhedral cells with vacuolated amphophilic to eosinophilic cytoplasm and prominent nucleoli. (Crabbs TA, Frame SR, Laast VA, Patrick DJ, Thomas J, Zimmerman B, Hardisty JF (2013) Occurrence of spontaneous amphophilic-vacuolar renal tubule tumors in Sprague-Dawley rats from subchronic toxicity studies. Toxicol Pathol 41:866-87)	Experimental Organism Amphophilic Vacuolar Carcinoma
C111199	C88025		Neoplasm Type	CARCINOMA, BASAL CELL, MALIGNANT	Basal Cell Cancer; Basal Cell Carcinoma; Basal Cell Epithelioma; Basal Cell Skin Carcinoma; BCC	A malignant epithelial neoplasm arising from basal cells.	Experimental Organism Basal Cell Carcinoma
C35875	C88025		Neoplasm Type	CARCINOMA, BRONCHIAL, MALIGNANT		A malignant neoplasia of the lung, arising from bronchial epithelium.	Bronchogenic Carcinoma
C2923	C88025		Neoplasm Type	CARCINOMA, BRONCHIOLOALVEOLAR, MALIGNANT	BAC; Bronchioalveolar Adenocarcinoma of Lung; Bronchioalveolar Adenocarcinoma of the Lung; Bronchioalveolar Lung Carcinoma; Bronchiolo-Alveolar Carcinoma of Lung; Bronchiolo-Alveolar Carcinoma of the Lung; Bronchiolo-Alveolar Lung Carcinoma; Bronchioloalveolar Adenocarcinoma of Lung; Bronchioloalveolar Adenocarcinoma of the Lung; Bronchioloalveolar Lung Adenocarcinoma	A malignant lung neoplasm originating from the alveolar/bronchiolar epithelium.	Minimally Invasive Lung Adenocarcinoma
C156611	C88025		Neoplasm Type	CARCINOMA, BRUNNER'S GLAND, MALIGNANT		A malignant epithelial neoplasm arising from the cells of the Brunner's gland. (INHAND)	Experimental Organism Brunner's Gland Carcinoma
C3879	C88025		Neoplasm Type	CARCINOMA, C-CELL, MALIGNANT	C Cell Carcinoma; Medullary Carcinoma; Medullary Carcinoma of the Thyroid; Medullary Carcinoma of the Thyroid Gland; Medullary Carcinoma of Thyroid; Medullary Carcinoma of Thyroid Gland; Medullary Thyroid Cancer; Medullary Thyroid Carcinoma; Medullary Thyroid Gland Carcinoma; MTC; Parafollicular Cell Carcinoma; Thyroid Gland Neuroendocrine Carcinoma; Thyroid Medullary Carcinoma	A neuroendocrine malignant epithelial neoplasm arising from C-cells of the thyroid gland.	Thyroid Gland Medullary Carcinoma
C4176	C88025		Neoplasm Type	CARCINOMA, CERUMINOUS GLAND, MALIGNANT		A malignant neoplasm derived from ceruminous glands in the external auditory canal.	Ceruminous Adenocarcinoma
C4715	C88025		Neoplasm Type	CARCINOMA, CHOROID PLEXUS, MALIGNANT	Anaplastic Choroid Plexus Papilloma; Cancer of Choroid Plexus; Cancer of the Choroid Plexus; Carcinoma of Choroid Plexus; Carcinoma of the Choroid Plexus; Choroid Plexus Cancer	A malignant neoplasm arising from the choroid plexus of the brain.	Choroid Plexus Carcinoma
C27255	C88025		Neoplasm Type	CARCINOMA, ECCRINE GLAND, MALIGNANT		A malignant carcinoma with eccrine differentiation arising from the sweat glands.	Eccrine Carcinoma
C3752	C88025		Neoplasm Type	CARCINOMA, EMBRYONAL, MALIGNANT	Carcinoma, Embryonal, Malignant	A non-seminomatous malignant germ cell neoplasm of the testis or ovary.	Embryonal Carcinoma
C7558	C88025		Neoplasm Type	CARCINOMA, ENDOMETRIAL, MALIGNANT	Carcinoma of Endometrium; Carcinoma of the Endometrium	A malignant epithelial neoplasm arising from the lining of the uterine body cavity.	Endometrial Carcinoma
C8054	C88025		Neoplasm Type	CARCINOMA, FOLLICULAR CELL, MALIGNANT	Follicular Adenocarcinoma; Follicular Cancer of the Thyroid; Follicular Cancer of the Thyroid Gland; Follicular Cancer of Thyroid; Follicular Cancer of Thyroid Gland; Follicular Carcinoma; Follicular Carcinoma of the Thyroid; Follicular Carcinoma of the Thyroid Gland; Follicular Carcinoma of Thyroid; Follicular Carcinoma of Thyroid Gland; Follicular Thyroid Cancer; Follicular Thyroid Carcinoma; Follicular Thyroid Gland Carcinoma; Thyroid Follicular Carcinoma; Well-differentiated Follicular Adenocarcinoma; Well-differentiated Follicular Carcinoma	A malignant neoplasia arising from follicular cells of the thyroid gland.	Thyroid Gland Follicular Carcinoma
C3099	C88025		Neoplasm Type	CARCINOMA, HEPATOCELLULAR, MALIGNANT	Carcinoma of Liver Cells; Carcinoma of the Liver Cells; HCC; Hepatoma; Liver Cell Carcinoma; Primary Carcinoma of Liver Cells; Primary Carcinoma of the Liver Cells	A malignant neoplasm arising from hepatocytes.	Hepatocellular Carcinoma
C103393	C88025		Neoplasm Type	CARCINOMA, HEPATOCHOLANGIOCELLULAR, MALIGNANT	Hepatocholangiocellular Carcinoma	A malignant mixed neoplasm of the liver comprising neoplastic hepatocytes and bile duct epithelial cells; both elements displaying evidence of malignancy.	Experimental Organism Malignant Hepatocholangiocellular Carcinoma
C2917	C88025		Neoplasm Type	CARCINOMA, IN SITU, MALIGNANT	CIS; Epithelial Tumor, In situ, Malignant; Intraepithelial Carcinoma; Non-invasive Carcinoma	A malignant epithelial neoplasm confined to the epithelial layer and without evidence of further tissue invasion.	Carcinoma In Situ
C3770	C88025		Neoplasm Type	CARCINOMA, ISLET CELL, MALIGNANT	Islet Cell Cancer; Islet Cell Carcinoma; Malignant Islet Cell Tumor; Malignant Pancreatic Endocrine Tumor; Pancreatic Neuroendocrine Carcinoma	A malignant endocrine neoplasm arising from islets of Langerhans of the pancreas.	Pancreatic Neuroendocrine Carcinoma
C2916	C88025		Neoplasm Type	CARCINOMA, MALIGNANT	Epithelial Carcinoma; Epithelioma Malignant; Malignant Epithelial Neoplasm; Malignant Epithelial Tumor; Malignant Epithelioma	A malignant epithelial neoplasm.	Carcinoma
C124608	C88025		Neoplasm Type	CARCINOMA, NEUROEPITHELIAL, MALIGNANT		A malignant carcinoma that arises from the olfactory epithelium, from either sensory and/or sustentacular cells.	Experimental Organism Malignant Neuroepithelial Carcinoma
